date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:57:30	13030/13030	---M--	200	added ('OK')	text/css	etag:%2232e6-5d6167bf386ff%22	http://localhost/radars/wp-content/themes/newsprk/assets/css/plugins/stellarnav.css?ver=3.5.2	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/themes/newsprk/assets/css/plugins/stellarnav49eb.css	(from http://localhost/radars/)
13:57:31	3777/3777	---M--	200	added ('OK')	text/css	etag:%22ec1-5d61770d7c7cc%22	http://localhost/radars/wp-content/plugins/element-ready-lite/assets/css/slick.min.css?ver=5.8.3	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/plugins/element-ready-lite/assets/css/slick.minc8d8.css	(from http://localhost/radars/)
13:57:31	36843/36843	---M--	200	added ('OK')	text/css	etag:%228feb-5d6167bf3217f%22	http://localhost/radars/wp-content/themes/newsprk/assets/css/blog.min.css?ver=3.5.2	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/themes/newsprk/assets/css/blog.min49eb.css	(from http://localhost/radars/)
13:57:32	253555/253555	---M--	200	added ('OK')	text/css	etag:%223de73-5d6167bf3543f%22	http://localhost/radars/wp-content/themes/newsprk/assets/css/master.min.css?ver=3.5.2	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/themes/newsprk/assets/css/master.min49eb.css	(from http://localhost/radars/)
13:57:33	23008/23008	---M--	200	added ('OK')	text/css	etag:%2259e0-5d6167bf344a1%22	http://localhost/radars/wp-content/themes/newsprk/assets/css/elementor-widget.min.css?ver=3.5.2	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/themes/newsprk/assets/css/elementor-widget.min49eb.css	(from http://localhost/radars/)
13:57:34	18900/18900	---M--	200	added ('OK')	text/css	etag:%2249d4-5d6176defb71e%22	http://localhost/radars/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min05c8.css	(from http://localhost/radars/)
13:57:35	13805/13805	---M--	200	added ('OK')	text/css	etag:%2235ed-5d6176de0c916%22	http://localhost/radars/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.5.3	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/plugins/elementor/assets/css/frontend-legacy.min1aae.css	(from http://localhost/radars/)
13:57:35	137254/137254	---M--	200	added ('OK')	text/css	etag:%2221826-5d6176de1421c%22	http://localhost/radars/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.5.3	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/plugins/elementor/assets/css/frontend.min1aae.css	(from http://localhost/radars/)
13:57:37	1327/1327	---M--	200	added ('OK')	text/css	etag:%2252f-5d61799df1e7c%22	http://localhost/radars/wp-content/uploads/elementor/css/post-6068.css?ver=1641707877	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/elementor/css/post-6068fbfb.css	(from http://localhost/radars/)
13:57:38	21973/21973	---M--	200	added ('OK')	text/css	etag:%2255d5-5d61799dec898%22	http://localhost/radars/wp-content/uploads/elementor/css/post-3206.css?ver=1641707878	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/elementor/css/post-32063eaa.css	(from http://localhost/radars/)
13:57:38	1403/1403	---M--	200	added ('OK')	text/css	etag:%2257b-5d617732634e4%22	http://localhost/radars/wp-content/plugins/newsprk-essential/assets/css/back_to_top.css?ver=5.8.3	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/plugins/newsprk-essential/assets/css/back_to_topc8d8.css	(from http://localhost/radars/)
13:57:39	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-5d6176df187b3%22	http://localhost/radars/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/radars/)
13:57:40	675/675	---M--	200	added ('OK')	text/css	etag:%222a3-5d6176df1167b%22	http://localhost/radars/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from http://localhost/radars/)
13:57:41	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-5d6176df1c242%22	http://localhost/radars/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/radars/)
13:57:41	650/650	---M--	200	added ('OK')	application/javascript	etag:%2228a-5d617732732a8%22	http://localhost/radars/wp-content/plugins/newsprk-essential/assets/js/back_to_top.js?ver=5.8.3	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/plugins/newsprk-essential/assets/js/back_to_topc8d8.js	(from http://localhost/radars/)
13:57:42	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80%22	http://localhost/radars/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/reach/localhost/radars/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/radars/)
13:57:54	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300%22	http://localhost/radars/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/reach/localhost/radars/wp-includes/js/jquery/jquery.minaf6c.js	(from http://localhost/radars/)
13:57:55	804/804	---M--	200	added ('OK')	text/xml	date:Tue,%2001%20Feb%202022%2008:27:54%20GMT	http://localhost/radars/xmlrpc.php?rsd	C:/My%20Web%20Sites/reach/localhost/radars/xmlrpc0db0.php	(from http://localhost/radars/)
13:57:55	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/radars/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/reach/localhost/radars/wp-includes/wlwmanifest.xml	(from http://localhost/radars/)
13:57:56	2205/2205	---M--	200	added ('OK')	application/json	date:Tue,%2001%20Feb%202022%2008:27:55%20GMT	http://localhost/radars/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fradars%2F	C:/My%20Web%20Sites/reach/localhost/radars/wp-json/oembed/1.0/embed61de.json	(from http://localhost/radars/)
13:57:57	2295/2295	---M--	200	added ('OK')	text/xml	date:Tue,%2001%20Feb%202022%2008:27:56%20GMT	http://localhost/radars/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fradars%2F&format=xml	C:/My%20Web%20Sites/reach/localhost/radars/wp-json/oembed/1.0/embedc86f	(from http://localhost/radars/)
13:57:57	95842/95842	---MC-	200	added ('OK')	application/json	date:Tue,%2001%20Feb%202022%2008:27:41%20GMT	http://localhost/radars/wp-json/wp/v2/pages/3206	C:/My%20Web%20Sites/reach/localhost/radars/wp-json/wp/v2/pages/3206.json	(from http://localhost/radars/)
13:57:59	12517/12517	---M--	200	added ('OK')	image/png	etag:%2230e5-5d6179c7fc1a4%22	http://localhost/radars/wp-content/uploads/2020/06/cropped-author21-150x150.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/cropped-author21-150x150.png	(from http://localhost/radars/)
13:58:00	240578/240578	---MC-	200	added ('OK')	application/rss+xml	etag:%22175c2b5c0f41b4169913a3b2ddcacd1e%22	http://localhost/radars/feed/	C:/My%20Web%20Sites/reach/localhost/radars/feed/index.html	(from http://localhost/radars/)
13:58:01	6784/6784	---M--	200	added ('OK')	image/png	etag:%221a80-5d624b122be9d%22	http://localhost/radars/wp-content/uploads/2022/01/reachworldwide_logo-e1642827962798.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2022/01/reachworldwide_logo-e1642827962798.png	(from http://localhost/radars/)
13:58:01	120186/120186	---MC-	200	added ('OK')	application/json	date:Tue,%2001%20Feb%202022%2008:27:42%20GMT	http://localhost/radars/wp-json/	C:/My%20Web%20Sites/reach/localhost/radars/wp-json/index.html	(from http://localhost/radars/)
13:58:02	6844/6844	---M--	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:28:01%20GMT	http://localhost/radars/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fradars	C:/My%20Web%20Sites/reach/localhost/radars/wp-login9db1.html	(from http://localhost/radars/)
13:58:02	16102/16102	---M--	200	added ('OK')	image/png	etag:%223ee6-5d6179c827e35%22	http://localhost/radars/wp-content/uploads/2020/06/cropped-author21-180x180.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/cropped-author21-180x180.png	(from http://localhost/radars/)
13:58:02	33586/33586	---M--	200	added ('OK')	image/png	etag:%228332-5d6179c80bb7e%22	http://localhost/radars/wp-content/uploads/2020/06/cropped-author21-300x300.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/cropped-author21-300x300.png	(from http://localhost/radars/)
13:58:09	86217/86217	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:28:01%20GMT	http://localhost/radars/how-the-seychelles-is-racing-to-become-the-worlds-safest-destination-in-the-world/	C:/My%20Web%20Sites/reach/localhost/radars/how-the-seychelles-is-racing-to-become-the-worlds-safest-destination-in-the-world/index.html	(from http://localhost/radars/)
13:58:09	86183/86183	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:28:02%20GMT	http://localhost/radars/when-can-we-go-on-vacation-again-this-is-what-experts-say-about-the-future/	C:/My%20Web%20Sites/reach/localhost/radars/when-can-we-go-on-vacation-again-this-is-what-experts-say-about-the-future/index.html	(from http://localhost/radars/)
13:58:14	86578/86578	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:28:09%20GMT	http://localhost/radars/us-fried-chicken-chain-popeyes-to-open-hundreds-of-uk-branches-are-closed-2/	C:/My%20Web%20Sites/reach/localhost/radars/us-fried-chicken-chain-popeyes-to-open-hundreds-of-uk-branches-are-closed-2/index.html	(from http://localhost/radars/)
13:59:21	428058/428058	---M--	200	added ('OK')	image/png	etag:%226881a-5d617ac97d7ea%22	http://localhost/radars/wp-content/uploads/elementor/thumbs/43-pjcbhagu5p0lmkp7b0hbffff0pejxenmsn837jae3g.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/elementor/thumbs/43-pjcbhagu5p0lmkp7b0hbffff0pejxenmsn837jae3g.png	(from http://localhost/radars/)
13:59:25	86746/86746	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:29:21%20GMT	http://localhost/radars/full-list-of-restaurant-chains-plans-for-reopening-pizza-express-nandos-and-zizzi-3/	C:/My%20Web%20Sites/reach/localhost/radars/full-list-of-restaurant-chains-plans-for-reopening-pizza-express-nandos-and-zizzi-3/index.html	(from http://localhost/radars/)
13:59:27	464209/464209	---M--	200	added ('OK')	image/png	etag:%2271551-5d617ac94a02a%22	http://localhost/radars/wp-content/uploads/elementor/thumbs/41-pjcbhagu5p0lmkp7b0hbffff0pejxenmsn837jae3g.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/elementor/thumbs/41-pjcbhagu5p0lmkp7b0hbffff0pejxenmsn837jae3g.png	(from http://localhost/radars/)
13:59:27	476599/476599	---M--	200	added ('OK')	image/png	etag:%22745b7-5d617ac91adb5%22	http://localhost/radars/wp-content/uploads/elementor/thumbs/40-pjcbhagu5p0lmkp7b0hbffff0pejxenmsn837jae3g.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/elementor/thumbs/40-pjcbhagu5p0lmkp7b0hbffff0pejxenmsn837jae3g.png	(from http://localhost/radars/)
13:59:33	86649/86649	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:29:27%20GMT	http://localhost/radars/gemma-collins-reveals-slimmed-down-face-after-gruelling-workouts-and-new-diet-2/	C:/My%20Web%20Sites/reach/localhost/radars/gemma-collins-reveals-slimmed-down-face-after-gruelling-workouts-and-new-diet-2/index.html	(from http://localhost/radars/)
13:59:37	50698/50698	---M--	200	added ('OK')	image/png	etag:%22c60a-5d617a556df93%22	http://localhost/radars/wp-content/uploads/2020/06/44-150x150.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/44-150x150.png	(from http://localhost/radars/)
13:59:37	86675/86675	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:29:33%20GMT	http://localhost/radars/daily-chinese-horoscope-saturday-march-what-your-zodiac-sign-has-store-you-today-2/	C:/My%20Web%20Sites/reach/localhost/radars/daily-chinese-horoscope-saturday-march-what-your-zodiac-sign-has-store-you-today-2/index.html	(from http://localhost/radars/)
13:59:38	35360/35360	---M--	200	added ('OK')	image/png	etag:%228a20-5d617a9f826bd%22	http://localhost/radars/wp-content/uploads/2020/06/63-150x150.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/63-150x150.png	(from http://localhost/radars/)
13:59:45	86897/86897	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:29:38%20GMT	http://localhost/radars/us-fried-chicken-chain-popeyes-to-open-hundreds-of-uk-branches-are-closed/	C:/My%20Web%20Sites/reach/localhost/radars/us-fried-chicken-chain-popeyes-to-open-hundreds-of-uk-branches-are-closed/index.html	(from http://localhost/radars/)
13:59:45	86962/86962	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:29:38%20GMT	http://localhost/radars/full-list-of-restaurant-chains-plans-for-reopening-pizza-express-nandos-and-zizzi-2/	C:/My%20Web%20Sites/reach/localhost/radars/full-list-of-restaurant-chains-plans-for-reopening-pizza-express-nandos-and-zizzi-2/index.html	(from http://localhost/radars/)
13:59:49	86883/86883	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:29:45%20GMT	http://localhost/radars/catherine-giudici-reflects-on-representing-people-of-color-in-the-bachelor-copy-2-copy-copy-2-copy-copy-copy/	C:/My%20Web%20Sites/reach/localhost/radars/catherine-giudici-reflects-on-representing-people-of-color-in-the-bachelor-copy-2-copy-copy-2-copy-copy-copy/index.html	(from http://localhost/radars/)
13:59:52	46997/46997	---M--	200	added ('OK')	image/png	etag:%22b795-5d617a8673ed2%22	http://localhost/radars/wp-content/uploads/2020/06/60-150x150.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/60-150x150.png	(from http://localhost/radars/)
13:59:57	86628/86628	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:29:52%20GMT	http://localhost/radars/gemma-collins-reveals-slimmed-down-face-after-gruelling-workouts-and-new-diet/	C:/My%20Web%20Sites/reach/localhost/radars/gemma-collins-reveals-slimmed-down-face-after-gruelling-workouts-and-new-diet/index.html	(from http://localhost/radars/)
13:59:57	31233/31233	---M--	200	added ('OK')	image/png	etag:%227a01-5d617aa1ff39b%22	http://localhost/radars/wp-content/uploads/2020/06/1-150x150.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/1-150x150.png	(from http://localhost/radars/)
13:59:57	51694/51694	---M--	200	added ('OK')	image/png	etag:%22c9ee-5d617a52de4fc%22	http://localhost/radars/wp-content/uploads/2020/06/62-150x150.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/62-150x150.png	(from http://localhost/radars/)
14:00:01	8348/8348	---M--	200	added ('OK')	image/jpeg	etag:%22209c-5d617a1bd03d4%22	http://localhost/radars/wp-content/uploads/2020/07/shopping__1-150x150.jpg	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/07/shopping__1-150x150.jpg	(from http://localhost/radars/)
14:00:01	86066/86066	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:29:57%20GMT	http://localhost/radars/supermarket-lockdown-rules-for-tesco-asda-sainsburys-aldi-morrisons-lidl-and-m/	C:/My%20Web%20Sites/reach/localhost/radars/supermarket-lockdown-rules-for-tesco-asda-sainsburys-aldi-morrisons-lidl-and-m/index.html	(from http://localhost/radars/)
14:00:05	85925/85925	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:30:01%20GMT	http://localhost/radars/jessica-simpson-includes-heartbreaking-entry-about-ex-nick-lachey-in-paperback-edition-of-open-book/	C:/My%20Web%20Sites/reach/localhost/radars/jessica-simpson-includes-heartbreaking-entry-about-ex-nick-lachey-in-paperback-edition-of-open-book/index.html	(from http://localhost/radars/)
14:00:08	30048/30048	---M--	200	added ('OK')	image/png	etag:%227560-5d617aaf01d22%22	http://localhost/radars/wp-content/uploads/2020/07/39-150x150.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/07/39-150x150.png	(from http://localhost/radars/)
14:00:09	48028/48028	---M--	200	added ('OK')	image/png	etag:%22bb9c-5d617aa7361e9%22	http://localhost/radars/wp-content/uploads/2020/07/3-150x150.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/07/3-150x150.png	(from http://localhost/radars/)
14:00:10	5638/5638	---M--	200	added ('OK')	image/jpeg	etag:%221606-5d617a0e62f25%22	http://localhost/radars/wp-content/uploads/2020/07/food__20-150x150.jpg	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/07/food__20-150x150.jpg	(from http://localhost/radars/)
14:00:16	86436/86436	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:30:08%20GMT	http://localhost/radars/improve-your-mood-by-saving-money-this-international-happiness-day-with-our-top-tips-2/	C:/My%20Web%20Sites/reach/localhost/radars/improve-your-mood-by-saving-money-this-international-happiness-day-with-our-top-tips-2/index.html	(from http://localhost/radars/)
14:00:17	86257/86257	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:30:10%20GMT	http://localhost/radars/jofra-archer-to-undergo-surgery-on-hand-ipl-participation-uncertain/	C:/My%20Web%20Sites/reach/localhost/radars/jofra-archer-to-undergo-surgery-on-hand-ipl-participation-uncertain/index.html	(from http://localhost/radars/)
14:00:18	613587/613587	---M--	200	added ('OK')	image/png	etag:%2295cd3-5d617aa36d2e2%22	http://localhost/radars/wp-content/uploads/2020/06/1-1200x780.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/1-1200x780.png	(from http://localhost/radars/)
14:00:18	49247/49247	---M--	200	added ('OK')	image/png	etag:%22c05f-5d617aacb5093%22	http://localhost/radars/wp-content/uploads/2020/07/36-150x150.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/07/36-150x150.png	(from http://localhost/radars/)
14:00:24	85708/85708	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:30:18%20GMT	http://localhost/radars/teacher-suspended-for-showing-prophet-muhammad-cartoon-defends-free-speech/	C:/My%20Web%20Sites/reach/localhost/radars/teacher-suspended-for-showing-prophet-muhammad-cartoon-defends-free-speech/index.html	(from http://localhost/radars/)
14:00:25	86007/86007	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:30:19%20GMT	http://localhost/radars/supermarket-lockdown-rules-for-tesco-asda-sainsburys-aldi-morrisons-lidl-and-m-2/	C:/My%20Web%20Sites/reach/localhost/radars/supermarket-lockdown-rules-for-tesco-asda-sainsburys-aldi-morrisons-lidl-and-m-2/index.html	(from http://localhost/radars/)
14:00:30	87151/87151	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:30:25%20GMT	http://localhost/radars/keep-your-vacuum-cleaner-on-track-with-expert-tips-to-prolong-its-long-life-journey/	C:/My%20Web%20Sites/reach/localhost/radars/keep-your-vacuum-cleaner-on-track-with-expert-tips-to-prolong-its-long-life-journey/index.html	(from http://localhost/radars/)
14:00:40	111624/111624	---M--	200	added ('OK')	image/png	etag:%221b408-5d617ac9cd962%22	http://localhost/radars/wp-content/uploads/elementor/thumbs/52-pjcbhagsvn92t2gmeibel3j7o81de4rsfdyafkbwzw.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/elementor/thumbs/52-pjcbhagsvn92t2gmeibel3j7o81de4rsfdyafkbwzw.png	(from http://localhost/radars/)
14:00:44	86588/86588	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:30:40%20GMT	http://localhost/radars/as-young-people-leave-lockdown-british-health-leaders-face-a-new-challenge-2/	C:/My%20Web%20Sites/reach/localhost/radars/as-young-people-leave-lockdown-british-health-leaders-face-a-new-challenge-2/index.html	(from http://localhost/radars/)
14:00:45	119665/119665	---M--	200	added ('OK')	image/png	etag:%221d371-5d617ac9e5d9b%22	http://localhost/radars/wp-content/uploads/elementor/thumbs/55-pjcbhagsvn92t2gmeibel3j7o81de4rsfdyafkbwzw.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/elementor/thumbs/55-pjcbhagsvn92t2gmeibel3j7o81de4rsfdyafkbwzw.png	(from http://localhost/radars/)
14:00:49	85831/85831	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:30:45%20GMT	http://localhost/radars/as-young-people-leave-lockdown-british-health-leaders-face-a-new-challenge/	C:/My%20Web%20Sites/reach/localhost/radars/as-young-people-leave-lockdown-british-health-leaders-face-a-new-challenge/index.html	(from http://localhost/radars/)
14:00:53	128842/128842	---M--	200	added ('OK')	image/png	etag:%221f74a-5d617aca01e49%22	http://localhost/radars/wp-content/uploads/elementor/thumbs/57-pjcbhagsvn92t2gmeibel3j7o81de4rsfdyafkbwzw.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/elementor/thumbs/57-pjcbhagsvn92t2gmeibel3j7o81de4rsfdyafkbwzw.png	(from http://localhost/radars/)
14:00:58	85247/85247	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:30:53%20GMT	http://localhost/radars/mansion-global-daily-green-homes-are-growing-home-sales-up-in-british-columbia-and-more/	C:/My%20Web%20Sites/reach/localhost/radars/mansion-global-daily-green-homes-are-growing-home-sales-up-in-british-columbia-and-more/index.html	(from http://localhost/radars/)
14:01:02	149539/149539	---M--	200	added ('OK')	image/png	etag:%2224823-5d617aca1addd%22	http://localhost/radars/wp-content/uploads/elementor/thumbs/60-pjcbhagsvn92t2gmeibel3j7o81de4rsfdyafkbwzw.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/elementor/thumbs/60-pjcbhagsvn92t2gmeibel3j7o81de4rsfdyafkbwzw.png	(from http://localhost/radars/)
14:01:07	85952/85952	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:31:02%20GMT	http://localhost/radars/boris-johnson-tells-brits-lockdown-easing-will-go-ahead-on-schedule-and-vows/	C:/My%20Web%20Sites/reach/localhost/radars/boris-johnson-tells-brits-lockdown-easing-will-go-ahead-on-schedule-and-vows/index.html	(from http://localhost/radars/)
14:02:44	676847/676847	---M--	200	added ('OK')	image/png	etag:%22a53ef-5d617a3fb2b5c%22	http://localhost/radars/wp-content/uploads/2020/06/67-1200x780.png	C:/My%20Web%20Sites/reach/localhost/radars/wp-content/uploads/2020/06/67-1200x780.png	(from http://localhost/radars/)
14:02:48	68894/68894	---MC-	200	added ('OK')	text/html	date:Tue,%2001%20Feb%202022%2008:32:45%20GMT	http://localhost/radars/category/business/	C:/My%20Web%20Sites/reach/localhost/radars/category/business/index.html	(from http://localhost/radars/)
